marca,modelo,ano,motorizacao,tipo_combustivel,cor,quilometragem,numero_de_portas,transmissao,categoria,km_por_litro,preco,descricao
BYD,Dolphin,2018,1.0 3 cilindros Otto,Gasolina,Vermelho,0,4,Manual,SUV,8.7,186647.81,Espaçoso e confortável para famílias.
Jeep,Renegade,2021,1.6 4 cilindros Flex,Flex,Cinza,326677,4,Automatizada,Hatch,17.9,63795.87,Espaçoso e confortável para famílias.
Volkswagen,Nivus,2010,Motor elétrico,Elétrico,Cinza,0,2,Automática,SUV,17.8,150754.41,Boa relação custo-benefício.
Honda,WR-V,2007,Motor elétrico,Elétrico,Prata,198031,2,Automatizada,Sedan,15.4,212781.24,Espaçoso e confortável para famílias.
Nissan,Versa,2006,Motor elétrico,Elétrico,Cinza,446192,2,CVT,Picape,9.7,95369.08,Ótimo desempenho e conforto para viagens.
Hyundai,HB20,2020,1.0 3 cilindros Otto,Diesel,Verde,417925,4,CVT,Hatch,16.1,33332.7,Espaçoso e confortável para famílias.
Nissan,Versa,2013,2.0 4 cilindros Gasolina,Gasolina,Cinza,430339,4,CVT,Sedan,16.3,267517.77,Carro econômico ideal para cidade.
Hyundai,HB20,2011,Motor elétrico,Elétrico,Cinza,207605,2,Automatizada,Passeio,19.8,120042.01,Espaçoso e confortável para famílias.
Hyundai,HB20,2016,1.6 4 cilindros Flex,Diesel,Azul,455533,4,Manual,Picape,17.1,178032.69,Boa relação custo-benefício.
BYD,Yuan Plus,2010,2.0 4 cilindros Gasolina,Gasolina,Cinza,330938,4,Automática,Passeio,15.8,280446.66,Modelo confiável e muito popular no Brasil.
Hyundai,Creta,2006,2.0 4 cilindros Gasolina,Híbrido,Branco,205326,4,Automática,Hatch,11.4,342211.96,Boa relação custo-benefício.
Hyundai,Creta,2009,Motor elétrico,Elétrico,Preto,172736,4,Manual,Picape,18.8,263331.75,Boa relação custo-benefício.
BYD,Yuan Plus,2020,Motor elétrico,Elétrico,Branco,0,2,CVT,SUV,11.6,155506.78,Espaçoso e confortável para famílias.
Honda,WR-V,2008,2.0 4 cilindros Gasolina,Gasolina,Preto,41587,2,Automática,Hatch,16.6,129111.39,Carro econômico ideal para cidade.
Toyota,Corolla,2016,2.8 4 cilindros Diesel,Gasolina,Verde,119114,4,Automática,SUV,9.4,26885.02,Boa relação custo-benefício.
Nissan,Sentra,2022,2.0 4 cilindros Gasolina,Diesel,Azul,0,4,Automatizada,Sedan,15.9,125166.47,Modelo confiável e muito popular no Brasil.
Toyota,SW4,2025,Motor elétrico,Elétrico,Branco,0,2,Manual,Passeio,10.4,170840.56,Espaçoso e confortável para famílias.
Chevrolet,Spin,2016,2.8 4 cilindros Diesel,Híbrido,Branco,363881,2,CVT,SUV,16.7,347436.68,Boa relação custo-benefício.
Fiat,Argo,2014,1.0 3 cilindros Otto,Gasolina,Prata,415989,4,Manual,Passeio,19.1,246428.05,Ótimo desempenho e conforto para viagens.
Renault,Sandero,2014,1.3 4 cilindros Flex,Flex,Preto,19522,4,Automática,SUV,20.6,81069.19,Espaçoso e confortável para famílias.
BYD,Yuan Plus,2012,2.0 4 cilindros Gasolina,Híbrido,Branco,490470,4,Automática,Sedan,8.7,192352.71,Modelo confiável e muito popular no Brasil.
BYD,Dolphin,2014,2.0 4 cilindros Gasolina,Diesel,Prata,267091,2,Automática,Sedan,11.6,329368.47,Design moderno com boa tecnologia embarcada.
Jeep,Renegade,2008,2.0 4 cilindros Gasolina,Flex,Cinza,473879,4,Manual,SUV,9.4,327681.47,Design moderno com boa tecnologia embarcada.
Chevrolet,Cruze,2009,Motor elétrico,Elétrico,Verde,178128,2,Automática,Hatch,14.1,320157.53,Design moderno com boa tecnologia embarcada.
Jeep,Compass,2006,1.6 4 cilindros Flex,Gasolina,Azul,0,4,CVT,SUV,15.9,252006.33,Carro econômico ideal para cidade.
BYD,Seal,2006,Motor elétrico,Elétrico,Branco,293817,2,Automática,Hatch,9.8,109488.57,Design moderno com boa tecnologia embarcada.
Renault,Duster,2005,2.0 4 cilindros Gasolina,Gasolina,Cinza,196576,4,CVT,Sedan,9.3,331946.59,Espaçoso e confortável para famílias.
Hyundai,HB20,2008,Motor elétrico,Elétrico,Cinza,121425,4,Automática,Sedan,12.7,276204.38,Carro econômico ideal para cidade.
Chevrolet,Onix Plus,2025,Motor elétrico,Elétrico,Branco,0,4,Automática,Hatch,21.3,207275.38,Design moderno com boa tecnologia embarcada.
Hyundai,HB20,2009,2.8 4 cilindros Diesel,Flex,Vermelho,440567,4,Automatizada,Passeio,18.0,93192.11,Boa relação custo-benefício.
Volkswagen,Virtus,2024,Motor elétrico,Elétrico,Branco,0,2,Automatizada,Passeio,12.4,251009.58,Carro econômico ideal para cidade.
Toyota,SW4,2014,1.3 4 cilindros Flex,Diesel,Prata,375572,2,CVT,Sedan,19.9,310111.86,Modelo confiável e muito popular no Brasil.
Toyota,Corolla,2017,Motor elétrico,Elétrico,Cinza,20127,4,Automatizada,Picape,13.4,93442.35,Espaçoso e confortável para famílias.
Chevrolet,Spin,2019,1.6 4 cilindros Flex,Diesel,Azul,0,2,Automatizada,Passeio,22.0,90781.9,Modelo confiável e muito popular no Brasil.
Hyundai,Tucson,2017,2.0 4 cilindros Gasolina,Híbrido,Branco,71788,4,Automatizada,Passeio,8.1,301107.07,Espaçoso e confortável para famílias.
Hyundai,Creta,2021,2.0 4 cilindros Gasolina,Diesel,Vermelho,0,2,Automatizada,Passeio,20.1,168400.26,Modelo confiável e muito popular no Brasil.
Honda,Civic,2011,2.8 4 cilindros Diesel,Flex,Branco,76233,2,Automática,Sedan,15.1,266948.28,Espaçoso e confortável para famílias.
Jeep,Renegade,2008,Motor elétrico,Elétrico,Verde,300520,2,Automatizada,Picape,13.7,66161.94,Carro econômico ideal para cidade.
Renault,Oroch,2006,1.0 3 cilindros Otto,Flex,Vermelho,257619,4,Automatizada,Passeio,9.0,307570.66,Espaçoso e confortável para famílias.
BYD,Dolphin,2018,1.6 4 cilindros Flex,Gasolina,Prata,399768,2,Manual,SUV,13.8,286200.62,Design moderno com boa tecnologia embarcada.
Toyota,Hilux,2011,1.0 3 cilindros Otto,Gasolina,Branco,83502,2,Automática,Hatch,15.9,295572.73,Carro econômico ideal para cidade.
Hyundai,Tucson,2007,2.0 4 cilindros Gasolina,Híbrido,Verde,292372,4,CVT,Sedan,18.0,196001.82,Boa relação custo-benefício.
Honda,City,2015,1.3 4 cilindros Flex,Flex,Verde,103111,4,CVT,Passeio,18.6,334019.62,Carro econômico ideal para cidade.
Toyota,Corolla Cross,2023,Motor elétrico,Elétrico,Cinza,224055,4,Manual,Picape,14.3,90437.45,Design moderno com boa tecnologia embarcada.
Chevrolet,Cruze,2005,2.8 4 cilindros Diesel,Híbrido,Cinza,113212,4,CVT,SUV,18.8,292403.2,Ótimo desempenho e conforto para viagens.
Volkswagen,T-Cross,2020,1.3 4 cilindros Flex,Híbrido,Cinza,305791,2,Manual,SUV,14.9,229333.28,Modelo confiável e muito popular no Brasil.
Volkswagen,Gol,2025,1.3 4 cilindros Flex,Flex,Verde,314908,4,Automatizada,Sedan,11.2,82134.71,Modelo confiável e muito popular no Brasil.
Chevrolet,Onix,2015,1.3 4 cilindros Flex,Diesel,Prata,32193,2,Manual,SUV,20.3,116585.76,Espaçoso e confortável para famílias.
BYD,Yuan Plus,2011,1.0 3 cilindros Otto,Diesel,Vermelho,135414,2,Automática,Picape,9.6,188786.26,Modelo confiável e muito popular no Brasil.
Jeep,Commander,2012,1.0 3 cilindros Otto,Diesel,Verde,459213,4,Automática,Sedan,21.5,313330.93,Design moderno com boa tecnologia embarcada.
Nissan,March,2024,Motor elétrico,Elétrico,Vermelho,0,4,Automatizada,SUV,9.2,65642.52,Carro econômico ideal para cidade.
BYD,Yuan Plus,2025,1.3 4 cilindros Flex,Flex,Vermelho,0,2,Manual,Passeio,10.1,121209.61,Modelo confiável e muito popular no Brasil.
Chevrolet,S10,2008,2.8 4 cilindros Diesel,Gasolina,Verde,141890,4,Automática,SUV,21.4,317254.5,Carro econômico ideal para cidade.
Honda,Civic,2008,1.3 4 cilindros Flex,Híbrido,Vermelho,499881,2,CVT,Picape,20.6,146513.84,Modelo confiável e muito popular no Brasil.
Nissan,Frontier,2019,2.8 4 cilindros Diesel,Diesel,Verde,313818,2,Automática,Picape,14.7,50767.68,Design moderno com boa tecnologia embarcada.
Nissan,March,2007,Motor elétrico,Elétrico,Vermelho,231747,2,CVT,Passeio,21.0,33556.36,Espaçoso e confortável para famílias.
Toyota,Yaris,2024,1.0 3 cilindros Otto,Gasolina,Branco,0,4,Automatizada,SUV,10.1,321740.37,Ótimo desempenho e conforto para viagens.
Jeep,Commander,2008,1.6 4 cilindros Flex,Diesel,Verde,431223,4,Manual,SUV,16.8,173143.81,Carro econômico ideal para cidade.
BYD,Song Plus,2016,1.6 4 cilindros Flex,Híbrido,Branco,43953,4,Manual,Sedan,15.7,284660.82,Modelo confiável e muito popular no Brasil.
Volkswagen,Virtus,2013,1.6 4 cilindros Flex,Diesel,Vermelho,233206,4,Automática,Picape,16.2,241671.82,Design moderno com boa tecnologia embarcada.
Jeep,Gladiator,2024,2.0 4 cilindros Gasolina,Diesel,Preto,0,2,CVT,SUV,13.0,59744.06,Carro econômico ideal para cidade.
Toyota,SW4,2020,Motor elétrico,Elétrico,Preto,0,2,CVT,Passeio,10.1,286492.9,Espaçoso e confortável para famílias.
Volkswagen,Gol,2017,1.6 4 cilindros Flex,Híbrido,Preto,422775,4,Manual,Passeio,9.5,89903.73,Carro econômico ideal para cidade.
Honda,City,2008,1.0 3 cilindros Otto,Diesel,Cinza,192973,4,CVT,Hatch,18.7,170150.27,Carro econômico ideal para cidade.
Fiat,Cronos,2006,2.0 4 cilindros Gasolina,Diesel,Verde,135956,4,Automática,Passeio,8.3,82509.16,Modelo confiável e muito popular no Brasil.
Chevrolet,S10,2024,2.8 4 cilindros Diesel,Diesel,Prata,389060,2,Automática,Passeio,15.2,41854.5,Carro econômico ideal para cidade.
Fiat,Toro,2009,1.3 4 cilindros Flex,Flex,Prata,136403,2,Automatizada,Hatch,16.6,120202.25,Design moderno com boa tecnologia embarcada.
Volkswagen,T-Cross,2022,1.3 4 cilindros Flex,Diesel,Preto,0,2,Automática,Hatch,15.3,161598.86,Carro econômico ideal para cidade.
BYD,Dolphin,2006,1.3 4 cilindros Flex,Híbrido,Azul,342986,4,Automatizada,SUV,16.1,279995.18,Carro econômico ideal para cidade.
Volkswagen,Polo,2017,1.0 3 cilindros Otto,Flex,Prata,219921,2,Automatizada,Hatch,13.2,311260.18,Boa relação custo-benefício.
Fiat,Pulse,2017,2.8 4 cilindros Diesel,Diesel,Preto,73555,4,Manual,Passeio,20.0,237976.22,Boa relação custo-benefício.
Nissan,Versa,2012,2.0 4 cilindros Gasolina,Diesel,Branco,448262,4,Automática,SUV,17.8,265406.49,Modelo confiável e muito popular no Brasil.
BYD,Seal,2009,1.6 4 cilindros Flex,Diesel,Azul,181208,2,Manual,SUV,19.5,94726.16,Boa relação custo-benefício.
Volkswagen,Gol,2024,1.6 4 cilindros Flex,Híbrido,Azul,0,4,Manual,Passeio,18.8,108043.14,Design moderno com boa tecnologia embarcada.
Hyundai,Creta,2022,Motor elétrico,Elétrico,Prata,144959,4,Automática,Picape,10.9,28953.23,Boa relação custo-benefício.
Toyota,Corolla Cross,2021,1.6 4 cilindros Flex,Diesel,Azul,0,2,Manual,SUV,18.2,292287.43,Ótimo desempenho e conforto para viagens.
Nissan,Versa,2022,Motor elétrico,Elétrico,Cinza,197619,4,Automática,Passeio,12.6,318055.7,Design moderno com boa tecnologia embarcada.
Fiat,Pulse,2018,1.3 4 cilindros Flex,Flex,Azul,0,4,Automatizada,SUV,10.0,97990.07,Design moderno com boa tecnologia embarcada.
Fiat,Mobi,2010,2.0 4 cilindros Gasolina,Diesel,Azul,474996,4,CVT,Passeio,17.7,105997.71,Design moderno com boa tecnologia embarcada.
Volkswagen,Virtus,2007,2.8 4 cilindros Diesel,Flex,Verde,154767,2,Automatizada,Passeio,10.0,347546.19,Ótimo desempenho e conforto para viagens.
Jeep,Compass,2010,1.0 3 cilindros Otto,Diesel,Vermelho,279286,2,Automatizada,SUV,21.0,178187.42,Design moderno com boa tecnologia embarcada.
Nissan,Versa,2017,2.8 4 cilindros Diesel,Híbrido,Azul,233676,2,Automatizada,Sedan,16.2,276863.94,Modelo confiável e muito popular no Brasil.
BYD,Dolphin,2011,1.6 4 cilindros Flex,Híbrido,Azul,236557,4,Automatizada,Hatch,8.7,345261.98,Boa relação custo-benefício.
Toyota,Corolla,2005,1.6 4 cilindros Flex,Híbrido,Cinza,163073,4,Automatizada,Sedan,13.2,197388.32,Espaçoso e confortável para famílias.
Hyundai,Santa Fe,2012,1.0 3 cilindros Otto,Híbrido,Cinza,108794,4,CVT,Picape,12.5,243066.29,Design moderno com boa tecnologia embarcada.
Jeep,Renegade,2015,1.0 3 cilindros Otto,Flex,Azul,136934,4,Automatizada,Sedan,10.4,94221.24,Design moderno com boa tecnologia embarcada.
Fiat,Pulse,2022,1.3 4 cilindros Flex,Gasolina,Vermelho,0,4,Manual,Picape,19.3,101460.98,Modelo confiável e muito popular no Brasil.
Chevrolet,Onix Plus,2005,1.6 4 cilindros Flex,Diesel,Verde,17778,4,Automática,Passeio,11.5,126758.19,Design moderno com boa tecnologia embarcada.
Nissan,Kicks,2025,2.0 4 cilindros Gasolina,Gasolina,Branco,0,4,Automática,Sedan,9.6,248992.88,Espaçoso e confortável para famílias.
Renault,Duster,2008,1.0 3 cilindros Otto,Flex,Verde,141713,4,Automática,SUV,16.7,67083.97,Boa relação custo-benefício.
Fiat,Strada,2021,1.6 4 cilindros Flex,Gasolina,Cinza,171391,2,Automática,Passeio,12.6,29710.55,Ótimo desempenho e conforto para viagens.
Hyundai,Tucson,2005,2.0 4 cilindros Gasolina,Diesel,Branco,235852,2,CVT,Hatch,9.5,73013.13,Design moderno com boa tecnologia embarcada.
Nissan,Versa,2013,Motor elétrico,Elétrico,Cinza,401879,4,Manual,SUV,15.1,222447.05,Modelo confiável e muito popular no Brasil.
Fiat,Strada,2023,Motor elétrico,Elétrico,Cinza,384443,4,Automática,Passeio,10.9,307068.15,Modelo confiável e muito popular no Brasil.
Hyundai,Tucson,2022,1.6 4 cilindros Flex,Diesel,Azul,0,4,Automatizada,Hatch,19.2,217060.71,Modelo confiável e muito popular no Brasil.
Nissan,Kicks,2009,2.0 4 cilindros Gasolina,Híbrido,Cinza,17589,2,Automatizada,Sedan,15.0,214633.59,Boa relação custo-benefício.
Fiat,Toro,2020,2.0 4 cilindros Gasolina,Diesel,Prata,365676,2,Automatizada,Hatch,10.9,309788.07,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2022,2.8 4 cilindros Diesel,Flex,Verde,452022,4,Manual,Passeio,16.7,105255.5,Carro econômico ideal para cidade.
Toyota,Corolla,2014,2.8 4 cilindros Diesel,Flex,Cinza,130553,4,CVT,Hatch,16.3,336295.45,Modelo confiável e muito popular no Brasil.
Fiat,Strada,2019,1.6 4 cilindros Flex,Flex,Branco,0,4,Automatizada,SUV,18.9,250808.83,Ótimo desempenho e conforto para viagens.
Nissan,Kicks,2005,1.3 4 cilindros Flex,Flex,Verde,187275,4,Automática,Passeio,8.5,81670.59,Ótimo desempenho e conforto para viagens.
Honda,City,2022,1.6 4 cilindros Flex,Híbrido,Vermelho,0,2,Automatizada,Sedan,14.9,114259.86,Boa relação custo-benefício.
Hyundai,Tucson,2007,Motor elétrico,Elétrico,Cinza,58787,2,Automatizada,SUV,8.3,335248.47,Espaçoso e confortável para famílias.
Nissan,Versa,2022,2.8 4 cilindros Diesel,Diesel,Preto,0,2,Automática,Passeio,14.0,348601.55,Carro econômico ideal para cidade.
Jeep,Commander,2010,1.0 3 cilindros Otto,Híbrido,Prata,65150,4,Manual,Hatch,11.0,194815.13,Carro econômico ideal para cidade.
BYD,Song Plus,2005,1.0 3 cilindros Otto,Flex,Preto,360282,2,Automatizada,Sedan,13.0,159823.91,Ótimo desempenho e conforto para viagens.
BYD,Dolphin,2021,2.8 4 cilindros Diesel,Gasolina,Vermelho,0,4,Manual,Hatch,13.3,261048.82,Ótimo desempenho e conforto para viagens.
Chevrolet,Tracker,2006,1.3 4 cilindros Flex,Gasolina,Branco,496791,2,CVT,SUV,18.5,120645.42,Design moderno com boa tecnologia embarcada.
Hyundai,Santa Fe,2024,1.0 3 cilindros Otto,Gasolina,Prata,117806,2,Manual,Picape,20.8,36466.98,Boa relação custo-benefício.
Chevrolet,Spin,2007,1.6 4 cilindros Flex,Flex,Cinza,69818,2,Automatizada,Hatch,8.4,104745.34,Boa relação custo-benefício.
Renault,Duster,2014,2.8 4 cilindros Diesel,Diesel,Branco,308771,4,CVT,Picape,20.0,310991.49,Espaçoso e confortável para famílias.
Jeep,Gladiator,2015,2.8 4 cilindros Diesel,Flex,Branco,0,2,Automática,Picape,17.2,316928.03,Boa relação custo-benefício.
Toyota,Yaris,2021,1.3 4 cilindros Flex,Gasolina,Preto,0,4,Automatizada,Sedan,9.0,319681.81,Espaçoso e confortável para famílias.
Volkswagen,Amarok,2024,1.0 3 cilindros Otto,Híbrido,Prata,87697,4,Automática,Hatch,13.0,249424.58,Boa relação custo-benefício.
Volkswagen,Nivus,2010,2.8 4 cilindros Diesel,Diesel,Prata,257501,4,Automática,SUV,19.5,86360.81,Design moderno com boa tecnologia embarcada.
Fiat,Mobi,2025,2.0 4 cilindros Gasolina,Híbrido,Prata,310008,4,Automática,Hatch,12.0,229024.56,Espaçoso e confortável para famílias.
Toyota,Hilux,2025,2.0 4 cilindros Gasolina,Híbrido,Vermelho,0,4,CVT,SUV,14.5,188975.08,Espaçoso e confortável para famílias.
Hyundai,Tucson,2012,2.0 4 cilindros Gasolina,Híbrido,Azul,332096,2,Automatizada,Picape,20.0,193756.1,Carro econômico ideal para cidade.
Toyota,SW4,2023,2.8 4 cilindros Diesel,Híbrido,Cinza,486211,4,Automática,Passeio,17.5,95162.18,Carro econômico ideal para cidade.
Toyota,Corolla Cross,2022,2.0 4 cilindros Gasolina,Diesel,Prata,85241,4,Automatizada,Sedan,21.7,288548.56,Ótimo desempenho e conforto para viagens.
Toyota,Hilux,2022,2.8 4 cilindros Diesel,Híbrido,Cinza,400697,2,Automática,Picape,12.1,230633.69,Espaçoso e confortável para famílias.
Renault,Sandero,2006,1.3 4 cilindros Flex,Gasolina,Cinza,122975,2,Manual,SUV,12.9,49280.08,Carro econômico ideal para cidade.
Jeep,Compass,2016,2.8 4 cilindros Diesel,Diesel,Cinza,420537,4,CVT,Picape,16.0,175900.45,Boa relação custo-benefício.
Renault,Kwid,2011,1.6 4 cilindros Flex,Diesel,Azul,263196,2,Manual,SUV,15.7,142395.31,Espaçoso e confortável para famílias.
Chevrolet,Cruze,2018,2.0 4 cilindros Gasolina,Flex,Preto,0,2,Automática,Picape,12.7,307829.83,Design moderno com boa tecnologia embarcada.
BYD,Seal,2021,1.6 4 cilindros Flex,Flex,Prata,13251,4,CVT,Hatch,17.5,138860.48,Ótimo desempenho e conforto para viagens.
BYD,Song Plus,2019,1.3 4 cilindros Flex,Flex,Preto,0,4,Automática,Hatch,21.8,193993.75,Espaçoso e confortável para famílias.
Nissan,March,2006,2.8 4 cilindros Diesel,Gasolina,Verde,249807,4,Automática,Passeio,20.2,146308.33,Design moderno com boa tecnologia embarcada.
Hyundai,Santa Fe,2006,1.3 4 cilindros Flex,Híbrido,Preto,381268,4,Automática,Hatch,17.6,33003.56,Ótimo desempenho e conforto para viagens.
Nissan,Kicks,2008,2.8 4 cilindros Diesel,Flex,Vermelho,396902,2,Automática,Picape,16.1,274470.09,Boa relação custo-benefício.
Nissan,March,2019,1.3 4 cilindros Flex,Diesel,Azul,0,2,Automática,Sedan,15.7,228326.43,Carro econômico ideal para cidade.
Jeep,Commander,2018,2.0 4 cilindros Gasolina,Híbrido,Cinza,42543,4,Automática,SUV,21.6,222164.7,Carro econômico ideal para cidade.
BYD,Yuan Plus,2010,1.0 3 cilindros Otto,Híbrido,Branco,60938,4,Automatizada,Passeio,10.4,164566.86,Boa relação custo-benefício.
Jeep,Gladiator,2021,2.0 4 cilindros Gasolina,Híbrido,Verde,161023,4,Automatizada,Passeio,18.6,161796.99,Modelo confiável e muito popular no Brasil.
Honda,WR-V,2025,Motor elétrico,Elétrico,Branco,0,4,Automatizada,SUV,20.5,263170.76,Boa relação custo-benefício.
Fiat,Mobi,2025,2.0 4 cilindros Gasolina,Diesel,Branco,0,4,Automatizada,Passeio,10.3,220159.23,Modelo confiável e muito popular no Brasil.
Volkswagen,Nivus,2008,1.6 4 cilindros Flex,Gasolina,Cinza,163819,4,Automática,SUV,9.5,239095.05,Espaçoso e confortável para famílias.
Jeep,Gladiator,2015,2.0 4 cilindros Gasolina,Gasolina,Prata,402474,2,Automatizada,Passeio,18.8,211417.79,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2019,2.0 4 cilindros Gasolina,Diesel,Preto,0,2,CVT,Passeio,20.3,289974.02,Ótimo desempenho e conforto para viagens.
Nissan,Frontier,2006,2.8 4 cilindros Diesel,Flex,Branco,439949,2,CVT,Passeio,19.9,326392.76,Boa relação custo-benefício.
Hyundai,Creta,2011,2.0 4 cilindros Gasolina,Flex,Verde,370166,4,Automatizada,Passeio,20.7,66004.24,Boa relação custo-benefício.
Honda,HR-V,2019,1.3 4 cilindros Flex,Flex,Branco,0,4,Automática,Hatch,15.8,249157.29,Carro econômico ideal para cidade.
Toyota,Corolla Cross,2010,1.3 4 cilindros Flex,Híbrido,Azul,339224,4,CVT,Passeio,11.4,147739.76,Espaçoso e confortável para famílias.
Nissan,Kicks,2013,Motor elétrico,Elétrico,Preto,439686,4,Automatizada,Picape,20.6,156003.29,Ótimo desempenho e conforto para viagens.
BYD,Song Plus,2019,2.8 4 cilindros Diesel,Híbrido,Cinza,240180,2,Automatizada,SUV,8.2,30094.75,Modelo confiável e muito popular no Brasil.
Chevrolet,Cruze,2006,1.6 4 cilindros Flex,Diesel,Azul,206337,2,CVT,Picape,8.8,309175.7,Ótimo desempenho e conforto para viagens.
Hyundai,Tucson,2013,1.0 3 cilindros Otto,Diesel,Vermelho,104847,2,Automática,Hatch,21.3,63405.22,Boa relação custo-benefício.
Honda,City,2010,Motor elétrico,Elétrico,Vermelho,27813,2,Automática,Picape,18.1,337903.87,Carro econômico ideal para cidade.
Nissan,Kicks,2008,Motor elétrico,Elétrico,Preto,274678,2,CVT,Sedan,21.6,311658.96,Ótimo desempenho e conforto para viagens.
Honda,WR-V,2014,2.0 4 cilindros Gasolina,Híbrido,Branco,395006,4,Manual,Sedan,18.4,229840.25,Modelo confiável e muito popular no Brasil.
Toyota,Corolla Cross,2022,1.0 3 cilindros Otto,Gasolina,Cinza,473417,2,Automatizada,Passeio,18.2,291360.56,Espaçoso e confortável para famílias.
Toyota,SW4,2015,1.3 4 cilindros Flex,Gasolina,Cinza,117987,2,Automática,Picape,21.9,208501.83,Boa relação custo-benefício.
Hyundai,Tucson,2013,1.6 4 cilindros Flex,Flex,Azul,418161,2,Manual,Hatch,15.4,214602.51,Ótimo desempenho e conforto para viagens.
Nissan,March,2023,Motor elétrico,Elétrico,Preto,0,4,Automática,Hatch,18.1,241140.3,Design moderno com boa tecnologia embarcada.
Hyundai,HB20,2016,Motor elétrico,Elétrico,Azul,286461,2,Automática,Hatch,16.6,73583.26,Carro econômico ideal para cidade.
Jeep,Renegade,2020,Motor elétrico,Elétrico,Verde,351815,2,Manual,SUV,15.6,265125.78,Modelo confiável e muito popular no Brasil.
Toyota,Corolla Cross,2007,1.0 3 cilindros Otto,Híbrido,Azul,199762,2,Automática,Sedan,14.0,76537.79,Carro econômico ideal para cidade.
Chevrolet,Tracker,2023,1.3 4 cilindros Flex,Diesel,Preto,0,2,Manual,SUV,14.4,78241.36,Modelo confiável e muito popular no Brasil.
Toyota,Corolla Cross,2023,1.3 4 cilindros Flex,Flex,Branco,0,2,Automática,Picape,10.0,331057.2,Espaçoso e confortável para famílias.
Nissan,Versa,2020,2.8 4 cilindros Diesel,Flex,Preto,0,2,Automatizada,Passeio,11.0,116438.07,Boa relação custo-benefício.
Renault,Logan,2005,1.3 4 cilindros Flex,Gasolina,Verde,356160,4,CVT,SUV,10.2,196444.43,Ótimo desempenho e conforto para viagens.
Chevrolet,S10,2009,2.0 4 cilindros Gasolina,Diesel,Prata,284967,2,CVT,Picape,21.8,238897.71,Design moderno com boa tecnologia embarcada.
BYD,Yuan Plus,2010,Motor elétrico,Elétrico,Preto,440515,2,Automática,Picape,17.1,179736.74,Design moderno com boa tecnologia embarcada.
Renault,Oroch,2011,1.3 4 cilindros Flex,Híbrido,Branco,263425,2,Manual,Sedan,12.0,237349.39,Ótimo desempenho e conforto para viagens.
Toyota,Corolla Cross,2023,2.8 4 cilindros Diesel,Gasolina,Prata,42644,2,Manual,Sedan,16.1,30623.93,Carro econômico ideal para cidade.
Nissan,March,2011,Motor elétrico,Elétrico,Azul,186403,4,CVT,Picape,14.2,183609.11,Espaçoso e confortável para famílias.
Hyundai,Creta,2012,Motor elétrico,Elétrico,Cinza,394785,4,Manual,Picape,15.8,211436.87,Design moderno com boa tecnologia embarcada.
BYD,Yuan Plus,2022,2.0 4 cilindros Gasolina,Gasolina,Branco,0,2,Automática,Hatch,14.9,97657.21,Modelo confiável e muito popular no Brasil.
Jeep,Commander,2024,1.0 3 cilindros Otto,Diesel,Azul,0,2,Automática,Sedan,15.9,280315.28,Modelo confiável e muito popular no Brasil.
Toyota,Yaris,2024,1.3 4 cilindros Flex,Diesel,Preto,0,2,CVT,Hatch,9.7,323276.0,Ótimo desempenho e conforto para viagens.
Chevrolet,Onix,2022,1.0 3 cilindros Otto,Flex,Branco,0,4,Automatizada,Hatch,10.7,270941.92,Design moderno com boa tecnologia embarcada.
Hyundai,Santa Fe,2012,2.0 4 cilindros Gasolina,Diesel,Prata,0,4,Automática,Picape,16.0,149137.38,Design moderno com boa tecnologia embarcada.
Jeep,Compass,2018,1.6 4 cilindros Flex,Híbrido,Prata,193733,2,Automatizada,Hatch,13.2,156307.14,Ótimo desempenho e conforto para viagens.
Toyota,Hilux,2024,1.3 4 cilindros Flex,Flex,Branco,0,4,Automatizada,SUV,17.0,336494.47,Boa relação custo-benefício.
Honda,WR-V,2010,2.8 4 cilindros Diesel,Diesel,Vermelho,311797,4,Automática,Sedan,18.5,344112.3,Boa relação custo-benefício.
Nissan,Sentra,2006,2.0 4 cilindros Gasolina,Híbrido,Preto,324028,4,CVT,Passeio,17.3,231860.09,Ótimo desempenho e conforto para viagens.
Hyundai,HB20,2007,2.8 4 cilindros Diesel,Flex,Verde,300113,4,Automática,Sedan,20.7,127362.67,Ótimo desempenho e conforto para viagens.
Fiat,Toro,2007,Motor elétrico,Elétrico,Vermelho,42991,4,Automatizada,Hatch,10.0,306452.5,Design moderno com boa tecnologia embarcada.
Renault,Oroch,2017,2.8 4 cilindros Diesel,Gasolina,Cinza,222764,2,Automatizada,Passeio,19.2,154897.92,Ótimo desempenho e conforto para viagens.
Honda,City,2016,1.0 3 cilindros Otto,Gasolina,Prata,285984,4,Manual,Sedan,9.3,124018.25,Design moderno com boa tecnologia embarcada.
Jeep,Gladiator,2019,1.0 3 cilindros Otto,Diesel,Azul,0,2,Automática,Passeio,16.8,67349.55,Carro econômico ideal para cidade.
Fiat,Pulse,2022,1.3 4 cilindros Flex,Flex,Vermelho,0,4,Automatizada,SUV,12.3,321368.23,Ótimo desempenho e conforto para viagens.
Honda,HR-V,2015,2.0 4 cilindros Gasolina,Gasolina,Verde,132732,4,Manual,Sedan,12.2,341590.1,Carro econômico ideal para cidade.
